Rank,Year,Country,Elo,CONF,WCYEAR,WCPREVYEAR,WCQUALIFY,GDP,Population,GDPPER,FAVSPORT,GENPLAYERNUM,GENPLAYERYN,AVGAGE,MEDAGE,AGERANGE,AVGHEIGHT,MEDHEIGHT,AGECOUNT,HEIGHTCOUNT,Place,MaxRounds,Perf,PerfPer,1yrPopChg,1yrPopROC,4yrPopChg,4yrPopROC,5yrPopChg,5yrPopROC,8yrPopChg,8yrPopROC,10yrPopChg,10yrPopROC,1yrGDPChg,1yrGDPROC,4yrGDPChg,4yrGDPROC,5yrGDPChg,5yrGDPROC,8yrGDPChg,8yrGDPROC,10yrGDPChg,10yrGDPROC,1yrGDPPerChg,1yrGDPPerROC,4yrGDPPerChg,4yrGDPPerROC,5yrGDPPerChg,5yrGDPPerROC,8yrGDPPerChg,8yrGDPPerROC,10yrGDPPerChg,10yrGDPPerROC,1yrELOChg,1yrELOROC,4yrELOChg,4yrELOROC,5yrELOChg,5yrELOROC,8yrELOChg,8yrELOROC,10yrELOChg,10yrELOROC
4,2008,Italy,2005,UEFA,0,0,0,2.39073E+12,58826731,40640.18386,1,0,0,.,.,.,.,.,.,.,.,.,.,.,388421,0.006646684,1141404,0.01978673,1513528,0.026408016,1513528,0.026408016,1919987,0.033739182,1.87676E+11,0.08518894,5.92414E+11,0.329427545,8.2108E+11,0.523097302,1.24897E+12,1.093898167,1.12442E+12,0.887950493,2941.39721,0.078023657,9465.62277,0.303632912,13252.95754,0.483910177,20588.9417,1.026816271,18387.82577,0.82633156,-27,-0.013287402,98,0.051389617,81,0.042099792,-9,-0.004468719,-15,-0.007425743
6,2009,Italy,1958,UEFA,0,1,0,2.18516E+12,59095365,36976.84553,1,0,0,.,.,.,.,.,.,.,.,.,.,.,268634,0.004566529,1125881,0.01942196,1410038,0.024443616,1410038,0.024443616,2179048,0.03828512,-2.05569E+11,-0.085985892,3.32498E+11,0.179470516,3.86845E+11,0.215115531,1.02284E+12,0.880002255,9.36597E+11,0.750139857,-3663.338324,-0.090140791,5017.582582,0.156999321,5802.284446,0.18612241,16576.03442,0.812518401,15040.0224,0.685606221,-47,-0.023441397,18,0.009278351,51,0.026743576,-58,-0.028769841,30,0.015560166
12,2010,Italy,1833,UEFA,1,0,1,2.12506E+12,59277417,35849.3732,1,0,0,28.2173913,27,13,1.817391304,1.82,23,23,5,5,0,0,182052,0.003080648,1133438,0.019493644,1307933,0.02256244,1307933,0.02256244,2335309,0.041011987,-60101939141,-0.027504592,1.82424E+11,0.093905731,2.72396E+11,0.14702966,8.58548E+11,0.677884249,9.83298E+11,0.861212734,-1127.472336,-0.030491307,2438.625758,0.072989261,3890.110246,0.1217209,13652.86644,0.615090771,15798.13104,0.787887898,-125,-0.063840654,-187,-0.092574257,-107,-0.055154639,-46,-0.024481107,-181,-0.089870904
10,2011,Italy,1886,UEFA,0,0,0,2.27629E+12,59379449,38334.68385,1,0,0,.,.,.,.,.,.,.,.,.,.,.,102032,0.001721263,941139,0.016104829,1235470,0.02124846,1235470,0.02124846,2405349,0.042218289,1.51234E+11,0.071167066,73239023818,0.033244326,3.33659E+11,0.171755792,7.06643E+11,0.450191377,1.11397E+12,0.958407849,2485.310652,0.069326474,635.8972016,0.016867843,4923.93641,0.147375823,10947.45753,0.399728596,17933.87274,0.879076456,53,0.028914348,-146,-0.071850394,-134,-0.066336634,-38,-0.01975052,-130,-0.064484127
8,2012,Italy,1911,UEFA,0,0,0,2.07282E+12,59539717,34814.12512,1,0,0,.,.,.,.,.,.,.,.,.,.,.,160268,0.002699048,712986,0.012120102,1101407,0.018847345,1101407,0.018847345,2480710,0.043476221,-2.03469E+11,-0.089386252,-3.17906E+11,-0.132974496,-1.3023E+11,-0.059113513,2.74508E+11,0.152647587,8.06313E+11,0.636640942,-3520.558733,-0.091837427,-5826.058741,-0.143357096,-2884.661532,-0.076518684,3639.564029,0.116747884,12617.61836,0.568450635,25,0.013255567,-94,-0.046882793,-121,-0.059547244,4,0.002097535,32,0.017030335
11,2013,Italy,1907,UEFA,0,1,0,2.13049E+12,60233948,35370.27526,1,0,0,.,.,.,.,.,.,.,.,.,.,.,694231,0.011659965,1138583,0.019266875,1407217,0.023921387,1407217,0.023921387,2920745,0.05096112,57668163599,0.027821073,-54668862726,-0.02501824,-2.60238E+11,-0.108852917,2.77829E+11,0.149962239,5.60842E+11,0.357303718,556.1501415,0.015974842,-1606.570276,-0.043448008,-5269.9086,-0.129672361,3411.012307,0.106730005,7983.048943,0.291488041,-4,-0.002093145,-51,-0.026046987,-98,-0.048877805,-33,-0.017010309,-17,-0.008835759
14,2014,Italy,1886,UEFA,1,0,1,2.15173E+12,60789140,35396.66572,1,0,0,27.39130435,27,15,1.827826087,1.86,23,23,5,5,0,0,555192,0.009217261,1511723,0.025502511,1693775,0.028661723,1693775,0.028661723,3103813,0.053805936,21241547585,0.009970258,26674624000,0.01255242,-33427315141,-0.015297421,2.09099E+11,0.107636895,3.53418E+11,0.196527398,26.39046585,0.00074612,-452.7074737,-0.012628044,-1580.17981,-0.042734305,1985.918284,0.059439505,4222.104636,0.135434293,-21,-0.011012061,53,0.028914348,-72,-0.036772217,-134,-0.066336634,-21,-0.011012061
15,2015,Italy,1872,UEFA,0,0,0,1.83287E+12,60730582,30180.32151,1,0,0,.,.,.,.,.,.,.,.,.,.,.,-58558,-0.000963297,1351133,0.022754219,1453165,0.024514648,1453165,0.024514648,2761098,0.047630198,-3.18864E+11,-0.148189574,-4.43424E+11,-0.194800946,-2.9219E+11,-0.137497292,-3.70185E+11,-0.168032647,-19793491806,-0.010683812,-5216.34421,-0.147368237,-8154.362335,-0.212715002,-5669.051683,-0.158135308,-7518.465134,-0.199435202,-1778.941437,-0.05566278,-14,-0.007423118,-14,-0.007423118,39,0.021276596,-160,-0.078740157,-68,-0.035051546
7,2016,Italy,1944,UEFA,0,0,0,1.85938E+12,60627498,30668.98143,1,0,0,.,.,.,.,.,.,.,.,.,.,.,-103084,-0.001697399,1087781,0.018269838,1248049,0.021018198,1248049,0.021018198,2483519,0.042713262,26515119715,0.014466461,-2.1344E+11,-0.102970457,-4.16909E+11,-0.183152566,-5.31346E+11,-0.222252508,-83250187267,-0.042854288,488.6599143,0.016191342,-4145.143688,-0.119064997,-7665.702421,-0.199967801,-9971.202429,-0.24535328,-2741.766011,-0.082062397,72,0.038461538,33,0.017268446,58,0.030752916,-61,-0.03042394,-76,-0.037623762
10,2017,Italy,1906,UEFA,0,1,0,1.9348E+12,60551416,31952.97592,1,0,0,.,.,.,.,.,.,.,.,.,.,.,-76082,-0.001254909,317468,0.005270583,1011699,0.016992002,1011699,0.016992002,2113106,0.036159601,75414327163,0.040558778,-1.95693E+11,-0.09185364,-1.38025E+11,-0.066588034,-2.50362E+11,-0.114573864,-2.68255E+11,-0.121765294,1283.994492,0.041866225,-3417.299338,-0.096615005,-2861.149196,-0.082183573,-5023.869613,-0.135865284,-5745.810728,-0.152413678,-38,-0.019547325,-1,-0.000524384,-5,-0.002616431,-52,-0.026557712,-126,-0.062007874
14,2018,Italy,1891,UEFA,1,0,0,.,.,.,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-15,-0.007869885,5,0.002651113,-16,-0.008390142,58,0.031642117,-114,-0.056857855
100,1992,Jamaica,1405,CONCACAF,0,0,0,3530892749,2465362,1432.200524,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
87,1993,Jamaica,1483,CONCACAF,0,1,0,5405097571,2488782,2171.784259,0,0,0,.,.,.,.,.,.,.,.,.,.,.,23420,0.009499619,.,.,.,.,.,.,.,.,1874204822,0.530801968,.,.,.,.,.,.,.,.,739.5837343,0.516396777,.,.,.,.,.,.,.,.,78,0.055516014,.,.,.,.,.,.,.,.
94,1994,Jamaica,1437,CONCACAF,1,0,0,5419134875,2513049,2156.398413,0,0,0,.,.,.,.,.,.,.,.,.,.,.,24267,0.009750553,.,.,.,.,.,.,.,.,14037304.65,0.002597049,.,.,.,.,.,.,.,.,-15.38584562,-0.007084426,.,.,.,.,.,.,.,.,-46,-0.031018206,.,.,.,.,.,.,.,.
70,1995,Jamaica,1541,CONCACAF,0,0,0,6538840170,2537440,2576.943758,0,0,0,.,.,.,.,.,.,.,.,.,.,.,24391,0.00970574,.,.,.,.,.,.,.,.,1119705294,0.206620673,.,.,.,.,.,.,.,.,420.5453452,0.195022099,.,.,.,.,.,.,.,.,104,0.072372999,.,.,.,.,.,.,.,.
64,1996,Jamaica,1568,CONCACAF,0,0,0,7368000000,2561993,2875.886078,0,0,0,.,.,.,.,.,.,.,.,.,.,.,24553,0.009676288,96631,0.039195461,.,.,.,.,.,.,829159830.3,0.126805337,3837107251,1.086724385,.,.,.,.,.,.,298.9423196,0.116006536,1443.685553,1.008019149,.,.,.,.,.,.,27,0.01752109,163,0.116014235,.,.,.,.,.,.
49,1997,Jamaica,1640,CONCACAF,0,1,0,8375077443,2586827,3237.586991,0,0,0,.,.,.,.,.,.,.,.,.,.,.,24834,0.009693235,98045,0.039394772,121465,0.049268627,.,.,.,.,1007077443,0.136682606,2969979872,0.549477569,4844184694,1.371943312,.,.,.,.,361.7009132,0.125770251,1065.802732,0.490749819,1805.386467,1.260568221,.,.,.,.,72,0.045918367,157,0.105866487,235,0.167259786,.,.,.,.
45,1998,Jamaica,1675,CONCACAF,1,0,1,8763219645,2611367,3355.797804,0,0,0,26.13636364,26,15,1.801363636,1.79,22,22,5,5,0,0,24540,0.009486525,98318,0.039122994,122585,0.049255017,.,.,.,.,388142202.3,0.046344909,3344084770,0.617088308,3358122075,0.621287966,.,.,.,.,118.2108136,0.036512012,1199.399392,0.556204913,1184.013546,0.545180094,.,.,.,.,35,0.021341463,238,0.165622825,192,0.129467296,.,.,.,.
57,1999,Jamaica,1595,CONCACAF,0,0,0,8851581633,2634882,3359.384455,0,0,0,.,.,.,.,.,.,.,.,.,.,.,23515,0.009004862,97442,0.038401696,121833,0.048480153,.,.,.,.,88361987.36,0.010083279,2312741463,0.353692918,3432446757,0.63339386,.,.,.,.,3.586650934,0.001068792,782.4406972,0.303631267,1202.986042,0.557868173,.,.,.,.,-80,-0.047761194,54,0.03504218,158,0.109951287,.,.,.,.
64,2000,Jamaica,1554,CONCACAF,0,0,0,8985352832,2656864,3381.939321,0,0,0,.,.,.,.,.,.,.,.,.,.,.,21982,0.008342689,94871,0.037030156,119424,0.047064758,119424,0.047064758,-57894552,-0.956122182,133771199.3,0.015112689,1617352832,0.219510428,2446512662,0.374150858,5454460083,1.544782147,.,.,22.55486551,0.006713988,506.0532432,0.175964287,804.9955628,0.312383831,1949.738797,1.361358807,.,.,-41,-0.025705329,-14,-0.008928571,13,0.00843608,149,0.106049822,.,.
69,2001,Jamaica,1535,CONCACAF,0,1,0,9178016493,2677011,3428.456773,0,0,0,.,.,.,.,.,.,.,.,.,.,.,20147,0.007583,90184,0.034862787,115018,0.044893956,115018,0.044893956,.,.,192663661.1,0.021441969,802939050.1,0.095872433,1810016493,0.245659133,3772918922,0.698029753,.,.,46.5174516,0.013754668,190.8697816,0.058954333,552.5706948,0.192139285,1256.672514,0.578635981,.,.,-19,-0.012226512,-105,-0.06402439,-33,-0.021045918,52,0.035064059,.,.
62,2002,Jamaica,1577,CONCACAF,1,0,0,9694169757,2695446,3596.499339,0,0,0,.,.,.,.,.,.,.,.,.,.,.,18435,0.006886412,84079,0.032197313,108619,0.041989279,108619,0.041989279,230084,0.09332666,516153263.8,0.056237997,930950111.6,0.106233799,1319092314,0.157502103,4275034882,0.788877742,6163277008,1.745529373,168.0425663,0.049014054,240.7015344,0.071727067,358.9123479,0.110857978,1440.100926,0.667826927,2164.298815,1.511170243,42,0.027361564,-98,-0.058507463,-63,-0.038414634,140,0.097425191,172,0.122419929
57,2003,Jamaica,1599,CONCACAF,0,0,0,9399447609,2712511,3465.220089,0,0,0,.,.,.,.,.,.,.,.,.,.,.,17065,0.006331049,77629,0.02946204,101144,0.038732204,101144,0.038732204,223729,0.089894977,-294722147.7,-0.030402,547865976.5,0.061894699,636227963.9,0.072602079,2860607439,0.437479334,3994350038,0.738996843,-131.2792497,-0.036501953,105.8356337,0.031504472,109.4222846,0.032606936,888.276331,0.344701481,1293.435831,0.595563682,22,0.013950539,4,0.002507837,-76,-0.045373134,58,0.037637897,116,0.078219825
51,2004,Jamaica,1626,CONCACAF,0,0,0,10150978155,2728777,3719.97351,0,0,0,.,.,.,.,.,.,.,.,.,.,.,16266,0.005996658,71913,0.027066873,93895,0.035635372,93895,0.035635372,215728,0.085843133,751530545.4,0.079954757,1165625323,0.129725047,1299396522,0.146798231,2782978155,0.377711476,4731843279,0.873173189,254.7534208,0.073517241,338.034189,0.099952766,360.5890545,0.107337835,844.0874322,0.29350517,1563.575097,0.72508637,27,0.016885553,72,0.046332046,31,0.019435737,58,0.036989796,189,0.131524008
52,2005,Jamaica,1649,CONCACAF,0,1,0,11204416000,2744673,4082.240762,0,0,0,.,.,.,.,.,.,.,.,.,.,.,15896,0.00582532,67662,0.025275204,87809,0.033049866,87809,0.033049866,207233,0.081670108,1053437845,0.103776979,2026399507,0.220788392,2219063168,0.2469645,2829338557,0.337828346,4665575830,0.713517338,362.2672524,0.097384363,653.7839899,0.190693374,700.3014415,0.207070966,844.6537715,0.260889908,1505.297004,0.584140418,23,0.014145141,114,0.074267101,95,0.061132561,9,0.005487805,108,0.070084361
54,2006,Jamaica,1611,CONCACAF,1,0,0,11905525197,2760279,4313.160082,0,0,0,.,.,.,.,.,.,.,.,.,.,.,15606,0.005685923,64833,0.024052791,83268,0.03110484,83268,0.03110484,198286,0.077395215,701109197.3,0.062574363,2211355440,0.228111896,2727508704,0.297178449,3142305552,0.358578888,4537525197,0.615842182,230.9193194,0.056566806,716.6607429,0.199266196,884.7033092,0.258047095,957.3622773,0.285286043,1437.274004,0.499767364,-38,-0.023044269,34,0.021559924,76,0.049511401,-64,-0.038208955,43,0.027423469
68,2007,Jamaica,1563,CONCACAF,0,0,0,12824094990,2775467,4620.517913,0,0,0,.,.,.,.,.,.,.,.,.,.,.,15188,0.005502342,62956,0.023209491,80021,0.02968748,80021,0.02968748,188640,0.072923315,918569792.5,0.077154916,3424647381,0.3643456,3129925233,0.322866765,3972513357,0.44879136,4449017547,0.531221064,307.357831,0.071260474,1155.297824,0.333398109,1024.018574,0.284726474,1261.133457,0.375406112,1382.930922,0.427148653,-48,-0.029795158,-36,-0.022514071,-14,-0.008877616,-32,-0.020062696,-77,-0.04695122
51,2008,Jamaica,1637,CONCACAF,0,0,0,13678606692,2790122,4902.512038,0,0,0,.,.,.,.,.,.,.,.,.,.,.,14655,0.005280192,61345,0.022480767,77611,0.028612234,77611,0.028612234,178755,0.068452653,854511702.4,0.066633295,3527628538,0.34751612,4279159083,0.455256443,4693253860,0.522322712,4915387047,0.560911086,281.9941251,0.061030848,1182.538528,0.317888965,1437.291949,0.414776526,1520.572717,0.449615612,1546.714233,0.460908053,74,0.04734485,11,0.006765068,38,0.023764853,83,0.053410553,-38,-0.022686567
53,2009,Jamaica,1622,CONCACAF,0,1,0,12038829246,2804082,4293.322822,0,0,0,.,.,.,.,.,.,.,.,.,.,.,13960,0.005003365,59409,0.021645201,75305,0.027596612,75305,0.027596612,169200,0.064215399,-1639777446,-0.119878982,834413246.2,0.07447182,1887851092,0.185977259,2860812753,0.311702725,3187247614,0.360076622,-609.1892156,-0.124260626,211.0820599,0.051707401,573.3493124,0.154127257,864.8660498,0.252261034,933.9383669,0.278008778,-15,-0.009163103,-27,-0.01637356,-4,-0.002460025,87,0.056677524,27,0.0169279
49,2010,Jamaica,1657,CONCACAF,1,0,0,13191645686,2817210,4682.521248,0,0,0,.,.,.,.,.,.,.,.,.,.,.,13128,0.004681746,56931,0.020625089,72537,0.026428285,72537,0.026428285,160346,0.060351602,1152816439,0.095758185,1286120488,0.108027195,1987229686,0.177361291,3497475929,0.360781379,4206292854,0.468127733,389.1984258,0.090652029,369.3611664,0.085635858,600.2804858,0.147046811,1086.021909,0.301966386,1300.581927,0.384566902,35,0.021578298,46,0.028553693,8,0.004851425,80,0.050729233,103,0.066280566
52,2011,Jamaica,1640,CONCACAF,0,0,0,14439910353,2829493,5103.356097,0,0,0,.,.,.,.,.,.,.,.,.,.,.,12283,0.004359987,54026,0.019465553,69214,0.025075001,69214,0.025075001,152482,0.056959796,1248264668,0.094625394,1615815363,0.125998393,2534385156,0.212874704,5040462744,0.536250954,5261893860,0.573314927,420.8348489,0.089873559,482.8381842,0.104498715,790.1960153,0.183205817,1638.136008,0.472736497,1674.899325,0.48852864,-17,-0.010259505,77,0.049264235,29,0.018001241,41,0.025641026,105,0.068403909
72,2012,Jamaica,1560,CONCACAF,0,0,0,14800165407,2840992,5209.506189,0,0,0,.,.,.,.,.,.,.,.,.,.,.,11499,0.004063979,50870,0.018232178,65525,0.02360864,65525,0.02360864,145546,0.053997001,360255053.7,0.024948566,1121558715,0.081993637,1976070417,0.154090438,4649187252,0.458003867,5105995650,0.526707885,106.1500919,0.020800056,306.994151,0.062619765,588.9882762,0.12747235,1489.532679,0.400414862,1613.00685,0.448493576,-80,-0.048780488,-77,-0.047037263,-3,-0.001919386,-66,-0.040590406,-17,-0.010779962
78,2013,Jamaica,1519,CONCACAF,0,1,0,14274983016,2851807,5005.592249,0,0,0,.,.,.,.,.,.,.,.,.,.,.,10815,0.003806769,47725,0.01701983,61685,0.022108352,61685,0.022108352,139296,0.051353156,-525182390.8,-0.0354849,2236153770,0.185745119,596376323.7,0.043599201,3070567016,0.274049715,4875535407,0.518704461,-203.9139396,-0.039142662,712.2694271,0.16590167,103.0802115,0.021025999,923.351487,0.226187415,1540.37216,0.444523615,-41,-0.026282051,-103,-0.06350185,-118,-0.072083079,-130,-0.078835658,-80,-0.05003127
80,2014,Jamaica,1522,CONCACAF,1,0,0,13897723431,2862087,4855.800481,0,0,0,.,.,.,.,.,.,.,.,.,.,.,10280,0.003604732,44877,0.01592959,58005,0.020685914,58005,0.020685914,133310,0.048853387,-377259584.6,-0.026428023,706077745.9,0.053524614,1858894185,0.154408219,1992198234,0.167333923,3746745277,0.369101895,-149.7917683,-0.029924884,173.2792329,0.037005541,562.4776587,0.131012198,542.6403993,0.125810401,1135.826971,0.305332005,3,0.001974984,-135,-0.081472541,-100,-0.061652281,-89,-0.055245189,-104,-0.06396064
63,2015,Jamaica,1584,CONCACAF,0,0,0,14186886643,2871934,4939.837281,0,0,0,.,.,.,.,.,.,.,.,.,.,.,9847,0.003440496,42441,0.014999507,54724,0.019424892,54724,0.019424892,127261,0.046366543,289163211.3,0.020806516,-253023710.4,-0.017522526,995240957.2,0.075444791,1362791653,0.106268057,2982470643,0.266187068,84.03680027,0.017306477,-163.5188157,-0.032041428,257.3160332,0.054952454,319.3193685,0.069108999,857.5965189,0.210079848,62,0.040735874,-56,-0.034146341,-73,-0.044055522,21,0.013435701,-65,-0.039417829
78,2016,Jamaica,1515,CONCACAF,0,0,0,14056908749,2881355,4878.575791,0,0,0,.,.,.,.,.,.,.,.,.,.,.,9421,0.003280368,40363,0.014207361,51862,0.018329079,51862,0.018329079,121076,0.043863682,-129977893.3,-0.009161834,-743256657.4,-0.050219483,-383001603.7,-0.026523821,378302057.1,0.027656476,2151383552,0.180704632,-61.26148994,-0.01240152,-330.9303976,-0.063524331,-224.7803057,-0.044045585,-23.93624655,-0.004882445,565.4157096,0.131090824,-69,-0.043560606,-45,-0.028846154,-125,-0.076219512,-122,-0.074526573,-96,-0.059590317
69,2017,Jamaica,1565,CONCACAF,0,1,0,14768134912,2890299,5109.552649,0,0,0,.,.,.,.,.,.,.,.,.,.,.,8944,0.003104095,38492,0.013497407,49307,0.017355557,49307,0.017355557,114832,0.041373938,711226163.1,0.0505962,493151896.5,0.034546584,-32030494.36,-0.002164198,2729305666,0.226708562,1944039923,0.151592758,230.9768578,0.047345141,103.9603998,0.020768851,-99.95353976,-0.019186759,816.2298269,0.190116108,489.0347364,0.10583981,50,0.0330033,46,0.030283081,5,0.003205128,-57,-0.0351418,2,0.001279591
67,2018,Jamaica,1574,CONCACAF,1,0,0,.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0.005750799,52,0.034165572,55,0.036208032,-83,-0.050090525,-63,-0.038485034
85,1965,Japan,1430,AFC,0,1,0,90950278258,98883000,919.7766882,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
52,1966,Japan,1548,AFC,1,0,0,1.05628E+11,99790000,1058.503561,0,0,0,.,.,.,.,.,.,.,.,.,.,.,907000,0.009172456,.,.,.,.,.,.,.,.,14677792085,0.161382597,.,.,.,.,.,.,.,.,138.7268727,0.150826689,.,.,.,.,.,.,.,.,118,0.082517483,.,.,.,.,.,.,.,.
52,1967,Japan,1599,AFC,0,0,0,1.23782E+11,100725000,1228.90921,0,0,0,.,.,.,.,.,.,.,.,.,.,.,935000,0.009369676,.,.,.,.,.,.,.,.,18153809874,0.171865394,.,.,.,.,.,.,.,.,170.4056495,0.160987318,.,.,.,.,.,.,.,.,51,0.032945736,.,.,.,.,.,.,.,.
35,1968,Japan,1656,AFC,0,0,0,1.46601E+11,101061000,1450.619652,0,0,0,.,.,.,.,.,.,.,.,.,.,.,336000,0.003335815,.,.,.,.,.,.,.,.,22819192468,0.184350023,.,.,.,.,.,.,.,.,221.7104419,0.180412385,.,.,.,.,.,.,.,.,57,0.03564728,.,.,.,.,.,.,.,.
54,1969,Japan,1596,AFC,0,1,0,1.72204E+11,103172000,1669.0982,0,0,0,.,.,.,.,.,.,.,.,.,.,.,2111000,0.020888374,4289000,0.043374493,.,.,.,.,.,.,25603126795,0.17464488,81253921223,0.893388374,.,.,.,.,.,.,218.4785476,0.150610498,749.3215117,0.814677651,.,.,.,.,.,.,-60,-0.036231884,166,0.116083916,.,.,.,.,.,.
54,1970,Japan,1581,AFC,1,0,0,2.12609E+11,104345000,2037.559901,0,0,0,.,.,.,.,.,.,.,.,.,.,.,1173000,0.011369364,4555000,0.045645856,5462000,0.055236997,.,.,.,.,40404988440,0.234634164,1.06981E+11,1.012809542,1.21659E+11,1.337641973,.,.,.,.,368.4617016,0.220754957,979.0563406,0.924943833,1117.783213,1.215276738,.,.,.,.,-15,-0.009398496,33,0.021317829,151,0.105594406,.,.,.,.
64,1971,Japan,1529,AFC,0,0,0,2.40152E+11,105697000,2272.077802,0,0,0,.,.,.,.,.,.,.,.,.,.,.,1352000,0.012957018,4972000,0.049362125,5907000,0.059194308,.,.,.,.,27542619539,0.129545763,1.1637E+11,0.940120856,1.34524E+11,1.273560491,.,.,.,.,234.5179007,0.115097426,1043.168592,0.848857331,1213.574241,1.146499914,.,.,.,.,-52,-0.032890576,-70,-0.043777361,-19,-0.012273902,.,.,.,.
65,1972,Japan,1489,AFC,0,0,0,3.18031E+11,107188000,2967.041996,0,0,0,.,.,.,.,.,.,.,.,.,.,.,1491000,0.014106361,6127000,0.06062675,6463000,0.064164805,.,.,.,.,77879490033,0.32429275,1.7143E+11,1.169365419,1.94249E+11,1.569287984,.,.,.,.,694.964194,0.305871653,1516.422344,1.045361781,1738.132786,1.414370379,.,.,.,.,-40,-0.026160889,-167,-0.100845411,-110,-0.068792996,.,.,.,.
74,1973,Japan,1458,AFC,0,1,0,4.32083E+11,108079000,3997.84112,0,0,0,.,.,.,.,.,.,.,.,.,.,.,891000,0.008312498,4907000,0.047561354,7018000,0.069443208,7018000,0.069443208,105188701,36.39370909,1.14051E+11,0.358616821,2.59878E+11,1.509129695,2.85482E+11,1.94733635,3.41132E+11,3.750756993,.,.,1030.799124,0.347416425,2328.74292,1.395210252,2547.221468,1.75595406,3078.064432,3.346534514,.,.,-31,-0.020819342,-138,-0.086466165,-198,-0.119565217,28,0.01958042,.,.
71,1974,Japan,1477,AFC,1,0,0,4.79626E+11,110162000,4353.824355,0,0,0,.,.,.,.,.,.,.,.,.,.,.,2083000,0.019272939,5817000,0.05574776,6990000,0.06775094,6990000,0.06775094,.,.,47543328164,0.110032944,2.67017E+11,1.255904382,3.07422E+11,1.785216621,3.73998E+11,3.540705866,.,.,355.9832348,0.089043867,2316.264454,1.136783489,2684.726155,1.608489036,3295.320794,3.113188199,.,.,19,0.01303155,-104,-0.065781151,-119,-0.074561404,-71,-0.045865633,.,.
72,1975,Japan,1480,AFC,0,0,0,5.21542E+11,111940000,4659.120115,0,0,0,.,.,.,.,.,.,.,.,.,.,.,1778000,0.016139867,6243000,0.059065063,7595000,0.072787388,7595000,0.072787388,13057000,0.132044942,41915907057,0.0873929,2.8139E+11,1.171717595,3.08933E+11,1.453054408,3.9776E+11,3.2133946,4.30592E+11,4.734362947,305.2957598,0.070121285,2387.042313,1.050598844,2621.560214,1.286617494,3430.210905,2.791264705,3739.343427,4.065490542,3,0.002031144,-49,-0.03204709,-101,-0.063883618,-119,-0.074421513,50,0.034965035
80,1976,Japan,1466,AFC,0,0,0,5.86162E+11,112771000,5197.806697,0,0,0,.,.,.,.,.,.,.,.,.,.,.,831000,0.00742362,5583000,0.052086054,7074000,0.06692716,7074000,0.06692716,12981000,0.130083175,64619953329,0.123901747,2.68131E+11,0.843094889,3.4601E+11,1.440797199,4.39561E+11,2.998346317,4.80534E+11,4.549300078,538.6865818,0.11561981,2230.764701,0.751848037,2925.728895,1.287688693,3747.187044,2.583163022,4139.303136,3.910523581,-14,-0.009459459,-23,-0.015446608,-63,-0.041203401,-190,-0.1147343,-82,-0.052971576
80,1977,Japan,1449,AFC,0,1,0,7.21412E+11,113863000,6335.787627,0,0,0,.,.,.,.,.,.,.,.,.,.,.,1092000,0.009683341,5784000,0.053516409,6675000,0.062273762,6675000,0.062273762,13138000,0.130434351,1.3525E+11,0.230738192,2.89329E+11,0.669615182,4.0338E+11,1.268367271,5.49208E+11,3.189281032,5.9763E+11,4.828088774,1137.98093,0.218934831,2337.946506,0.584802256,3368.74563,1.135388591,4666.689427,2.795934611,5106.878416,4.155618961,-17,-0.01159618,-9,-0.00617284,-40,-0.026863667,-147,-0.092105263,-150,-0.09380863
88,1978,Japan,1414,AFC,1,0,0,1.01361E+12,114898000,8821.843492,0,0,0,.,.,.,.,.,.,.,.,.,.,.,1035000,0.009089871,4736000,0.042991231,6819000,0.063092738,6819000,0.063092738,13837000,0.136917307,2.922E+11,0.405039663,5.33986E+11,1.113338677,5.8153E+11,1.345875553,8.01003E+11,3.767489982,8.67011E+11,5.91408429,2486.055865,0.39238308,4468.019137,1.026228615,4824.002371,1.206651847,6784.28359,3.329611849,7371.223839,5.081431116,-35,-0.024154589,-63,-0.042654028,-44,-0.030178326,-167,-0.105629349,-242,-0.146135266
78,1979,Japan,1470,AFC,0,0,0,1.05501E+12,115870000,9105.136097,0,0,0,.,.,.,.,.,.,.,.,.,.,.,972000,0.008459677,3930000,0.035108094,5708000,0.0518146,5708000,0.0518146,12698000,0.123076028,41399946008,0.040843971,5.3347E+11,1.022871236,5.75386E+11,1.199655821,8.1486E+11,3.393105056,8.82808E+11,5.126517952,283.2926049,0.032112631,4446.015982,0.954260863,4751.311742,1.091296147,6833.058295,3.007405067,7436.037897,4.45512307,56,0.03960396,-10,-0.006756757,-7,-0.004739336,-59,-0.038587312,-126,-0.078947368
